userId,movieId,rating,timestamp
34320,103042,4.0,1467308082
34320,103048,4.0,1470317706
34320,103075,2.0,1471317629
34320,103141,4.0,1493937932
34320,103249,3.0,1477799813
34320,103335,4.0,1459947070
34320,103384,3.0,1461902513
34320,103688,4.5,1475555570
34320,103755,2.0,1493957256
34320,103980,5.0,1493001783
34320,104074,1.5,1493956826
34320,104245,3.0,1461163240
34320,104337,4.5,1493268949
34320,104374,4.0,1482806741
34320,104841,3.0,1471712734
34320,104908,4.0,1471751434
34320,104944,4.5,1478487655
34320,105504,4.0,1439005030
34320,106002,4.0,1439747898
34320,106022,4.0,1439139267
34320,106072,3.0,1470847244
34320,106240,2.5,1461529555
34320,106487,4.5,1439004210
34320,106489,4.0,1439003376
34320,106491,3.5,1461031871
34320,106696,4.0,1439344746
34320,106918,5.0,1467597347
34320,107141,4.0,1480056077
34320,107348,3.0,1462486749
34320,108190,3.0,1465129862
34320,108879,1.5,1493914166
34320,108928,3.5,1461902022
34320,108932,4.5,1439003601
34320,108983,4.0,1453220246
34320,109330,2.5,1488259482
34320,109374,4.5,1473025029
34320,109487,4.0,1472780887
34320,109578,4.0,1463769275
34320,109846,3.0,1464475770
34320,110102,4.5,1461529678
34320,110127,1.5,1471648771
34320,110297,3.0,1467427934
34320,110553,3.0,1463093491
34320,110603,2.5,1493958021
34320,110750,2.5,1493938694
34320,111362,4.5,1439003350
34320,111659,3.0,1465129773
34320,111759,3.5,1479353817
34320,111781,4.5,1439005109
34320,111921,3.5,1485630753
34320,112183,5.0,1482665521
34320,112460,3.0,1461529604
34320,112852,4.5,1447270460
34320,113348,2.0,1493957405
34320,113378,3.5,1461902040
34320,114074,4.5,1472706745
34320,114552,4.0,1468456372
34320,115122,4.0,1493707638
34320,115149,4.0,1483164903
34320,115381,3.0,1462486887
34320,115569,4.5,1477760387
34320,115617,4.0,1447270404
34320,115875,4.0,1439139291
34320,115879,4.0,1439139271
34320,116797,4.0,1457651586
34320,116823,4.0,1462486755
34320,117176,5.0,1439042041
34320,117194,2.0,1493920174
34320,117529,4.5,1439004922
34320,117851,2.5,1461529573
34320,117887,4.0,1468765680
34320,118696,3.5,1493937595
34320,118997,4.5,1439141931
34320,119155,4.0,1439139635
34320,120132,3.0,1469228910
34320,120468,4.0,1439139289
34320,120474,4.0,1439139288
34320,120799,3.5,1493939167
34320,122882,4.5,1479311947
34320,122884,3.5,1475465488
34320,122886,4.5,1450663878
34320,122892,3.0,1470847134
34320,122900,4.0,1465995503
34320,122920,4.5,1462716920
34320,122922,4.0,1478434925
34320,122924,3.5,1481780623
34320,126548,3.0,1480394037
34320,127108,4.5,1465130468
34320,127202,5.0,1482425211
34320,128512,3.0,1461811817
34320,128838,4.0,1476411474
34320,130448,3.5,1465692038
34320,130490,3.0,1461901825
34320,130520,3.0,1461901802
34320,130576,3.5,1484403872
34320,131656,4.5,1451152716
34320,132157,1.5,1493938841
34320,133419,4.0,1462486649
34320,134130,4.5,1444446664
34320,134528,3.5,1462486619
34320,134849,4.5,1452604287
34320,134853,4.0,1454690776
34320,135133,4.0,1465130413
34320,135143,3.5,1479532325
34320,135436,3.0,1469228841
34320,135534,4.0,1464838598
34320,135536,2.5,1471351151
34320,135569,4.5,1469392173
34320,135887,3.0,1455250284
34320,136016,1.5,1468239046
34320,136483,3.0,1484016128
34320,136562,4.5,1481005354
34320,136864,1.5,1469883637
34320,137857,4.0,1461119130
34320,138036,4.0,1459975777
34320,138208,4.0,1467139167
34320,139385,4.0,1466563951
34320,140110,4.0,1493938141
34320,140160,1.5,1481517803
34320,140174,5.0,1467090579
34320,140928,4.0,1452917532
34320,141668,2.5,1493958597
34320,142222,4.5,1471387723
34320,142448,3.5,1461901848
34320,142488,4.5,1483314177
34320,142997,2.5,1466646119
34320,143385,4.5,1467173075
34320,143859,4.5,1466718775
34320,144620,4.0,1445607439
34320,145935,3.0,1449071459
34320,148888,1.5,1468706345
34320,149830,3.5,1455334125
34320,150270,2.5,1484016136
34320,151455,4.0,1468468292
34320,151731,3.0,1479224055
34320,151777,3.5,1493939560
34320,152017,3.5,1474603510
34320,152037,3.0,1483166576
34320,152077,5.0,1465818762
34320,152081,4.5,1466193526
34320,152970,4.5,1475116765
34320,155392,3.5,1469228762
34320,155659,4.0,1483674915
34320,156387,5.0,1469677793
34320,156605,5.0,1491540928
34320,157268,4.0,1483684102
34320,157296,4.5,1470109955
34320,157340,3.0,1479401297
34320,158528,2.5,1477022092
34320,158813,3.5,1493940032
34320,158830,4.0,1467405140
34320,159077,3.5,1473823636
34320,159858,4.5,1476853237
34320,160080,3.5,1479616686
34320,160438,3.5,1483225700
34320,160563,3.0,1487650698
34320,160571,4.0,1469736764
34320,160573,2.0,1482722201
34320,160718,4.5,1492529553
34320,160874,5.0,1488669289
34320,160954,4.0,1482173829
34320,160980,2.5,1474682786
34320,161582,5.0,1479864709
34320,161634,4.5,1479964954
34320,162082,3.5,1481882258
34320,162478,1.0,1486227367
34320,162578,4.5,1473472406
34320,162600,3.5,1482216277
34320,162604,2.0,1483761319
34320,163645,4.5,1487735365
34320,163941,3.5,1490317845
34320,163949,4.0,1484366273
34320,163959,4.0,1486704443
34320,164107,4.0,1492313447
